id_cliente,evasao_cliente,idade,genero,qtde_dependentes,escolaridade,estado_civil,faixa_renda,categoria_cartao,meses_como_cliente,total_produtos,meses_inativos_12m,contatos_12m,limite_credito,saldo_rotativo,credito_disponivel_medio,variacao_valor_transacoes_Q4_Q1,valor_total_transacoes,qtde_total_transacoes,variacao_qtde_transacoes_Q4_Q1,taxa_utilizacao_media,taxa_inatividade_12m,freq_transacoes_12m,ticket_medio_transacoes,ticket_medio_produto,nivel_endividamento,faixa_utilizacao_limite,mudanca_padrao_uso,score_risco_evasao,categoria_risco
708098133,Ativo,32,F,0,Pós-Graduação,Casado(a),Baixíssima,Blue,19,6,1,0,2834.0,1418,1416.0,1.458,1598,39,0.773,0.5,0.08333333333333333,3.25,40.97435897435897,266.3333333333333,0.5003528581510233,Médio,Forte Queda,1.645677e-05,Baixíssimo risco
801499908,Ativo,43,F,4,Pós-Graduação,Casado(a),Baixíssima,Blue,37,4,3,2,4724.0,2056,2668.0,0.423,1232,31,0.55,0.435,0.25,2.5833333333333335,39.74193548387097,308.0,0.43522438611346315,Médio,Forte Queda,0.0020282296,Baixíssimo risco
824770683,Ativo,51,F,0,Sem informação,Divorciado(a),Baixíssima,Blue,47,6,4,3,3049.0,1151,1898.0,0.533,4027,76,0.52,0.378,0.3333333333333333,6.333333333333333,52.98684210526316,671.1666666666666,0.37750081994096424,Médio,Forte Queda,8.238285e-05,Baixíssimo risco
718310733,Ativo,50,M,2,Sem informação,Divorciado(a),Alta,Blue,36,4,3,1,20614.0,0,20614.0,0.926,1922,48,0.6,0.0,0.25,4.0,40.041666666666664,480.5,0.0,Baixíssimo,Forte Queda,0.057068933,Baixíssimo risco
708162558,Ativo,64,F,0,Sem Escolaridade,Casado(a),Sem Informação,Blue,54,6,1,2,3250.0,1992,1258.0,0.715,1355,36,0.565,0.613,0.08333333333333333,3.0,37.638888888888886,225.83333333333334,0.6129230769230769,Alta,Forte Queda,0.00019656912,Baixíssimo risco
721129383,Ativo,53,F,1,Doutorado,Casado(a),Baixíssima,Blue,36,3,1,2,3128.0,2517,611.0,0.696,2361,42,0.826,0.805,0.08333333333333333,3.5,56.214285714285715,787.0,0.8046675191815856,Alta,Queda,0.08982122,Baixíssimo risco
721249158,Saiu,42,M,2,Sem Escolaridade,Solteiro(a),Média,Blue,30,2,2,3,6414.0,0,6414.0,0.718,708,14,0.4,0.0,0.16666666666666666,1.1666666666666667,50.57142857142857,354.0,0.0,Baixíssimo,Forte Queda,0.9998035,Saiu
721049658,Ativo,53,M,3,Pós-Graduação,Solteiro(a),Alta,Blue,34,6,3,0,2506.0,0,2506.0,0.598,1687,62,0.59,0.0,0.25,5.166666666666667,27.20967741935484,281.1666666666667,0.0,Baixíssimo,Forte Queda,0.0013713595,Baixíssimo risco
806392908,Ativo,52,F,4,Ensino Médio,Solteiro(a),Sem Informação,Blue,47,6,2,3,7469.0,2338,5131.0,0.441,1212,33,0.32,0.313,0.16666666666666666,2.75,36.72727272727273,202.0,0.31302717900656046,Médio,Forte Queda,0.05475393,Baixíssimo risco
714886533,Ativo,60,F,2,Ensino Médio,Casado(a),Baixíssima,Blue,36,4,3,2,3460.0,2517,943.0,1.144,1752,34,1.125,0.727,0.25,2.8333333333333335,51.529411764705884,438.0,0.727456647398844,Alta,Estável,9.576111e-05,Baixíssimo risco
772375533,Ativo,30,M,1,Pós-Graduação,Casado(a),Alta,Blue,19,5,3,2,9959.0,2377,7582.0,1.1,1560,39,0.696,0.239,0.25,3.25,40.0,312.0,0.23867858218696655,Baixo,Forte Queda,0.00087205507,Baixíssimo risco
826775058,Ativo,43,F,3,Sem Escolaridade,Casado(a),Baixíssima,Blue,39,4,1,2,4175.0,2517,1658.0,0.551,1520,36,0.44,0.603,0.08333333333333333,3.0,42.22222222222222,380.0,0.602874251497006,Alta,Forte Queda,0.017844936,Baixíssimo risco
711878733,Ativo,60,M,1,Sem Escolaridade,Casado(a),Média,Blue,48,3,1,3,10264.0,2073,8191.0,0.62,1685,45,0.364,0.202,0.08333333333333333,3.75,37.44444444444444,561.6666666666666,0.2019680436477007,Baixo,Forte Queda,0.006657118,Baixíssimo risco
714550383,Ativo,46,M,2,Ensino Médio,Solteiro(a),Baixa,Blue,36,4,3,3,4129.0,0,4129.0,0.96,1678,40,1.0,0.0,0.25,3.3333333333333335,41.95,419.5,0.0,Baixíssimo,Estável,0.0020214885,Baixíssimo risco
712636308,Ativo,65,F,2,Ensino Médio,Casado(a),Baixa,Blue,45,6,2,2,2658.0,1514,1144.0,1.193,1627,26,1.0,0.57,0.16666666666666666,2.1666666666666665,62.57692307692308,271.1666666666667,0.5696012039127163,Médio,Estável,2.2755596e-05,Baixíssimo risco
772139433,Ativo,44,F,2,Graduação,Solteiro(a),Baixa,Blue,33,4,2,3,4589.0,1240,3349.0,0.856,1637,61,0.906,0.27,0.16666666666666666,5.083333333333333,26.83606557377049,409.25,0.2702113750272391,Baixo,Queda,8.863708e-05,Baixíssimo risco
709058808,Ativo,56,F,2,Graduação,Casado(a),Baixíssima,Blue,36,6,1,2,2781.0,1035,1746.0,0.816,1707,42,1.211,0.372,0.08333333333333333,3.5,40.642857142857146,284.5,0.37216828478964403,Médio,Pequeno Crescimento,0.00028499088,Baixíssimo risco
813240408,Ativo,45,F,4,Ensino Médio,Casado(a),Sem Informação,Blue,39,4,3,2,24880.0,836,24044.0,0.701,1208,25,1.083,0.034,0.25,2.0833333333333335,48.32,302.0,0.03360128617363344,Baixíssimo,Estável,0.002769103,Baixíssimo risco
767753958,Ativo,37,M,3,Pós-Graduação,Sem Informação,Baixa,Blue,31,6,1,2,8504.0,1956,6548.0,0.963,1881,51,0.417,0.23,0.08333333333333333,4.25,36.88235294117647,313.5,0.23000940733772343,Baixo,Forte Queda,0.00075472635,Baixíssimo risco
710111733,Ativo,48,M,2,Ensino Médio,Casado(a),Alta,Blue,39,5,1,3,8091.0,1996,6095.0,0.646,1360,28,0.647,0.247,0.08333333333333333,2.3333333333333335,48.57142857142857,272.0,0.24669385737238908,Baixo,Forte Queda,0.011917284,Baixíssimo risco
761544333,Ativo,37,F,4,Graduação,Casado(a),Baixa,Blue,30,4,4,3,3417.0,2517,900.0,0.992,1641,32,0.882,0.737,0.3333333333333333,2.6666666666666665,51.28125,410.25,0.7366110623353819,Alta,Queda,0.0018732349,Baixíssimo risco
788814783,Ativo,39,M,1,Sem Escolaridade,Solteiro(a),Média,Blue,22,4,3,3,9204.0,845,8359.0,0.673,1820,58,0.611,0.092,0.25,4.833333333333333,31.379310344827587,455.0,0.09180790960451977,Baixíssimo,Forte Queda,0.0008019483,Baixíssimo risco
715034358,Ativo,41,M,2,Pós-Graduação,Casado(a),Altissima,Blue,32,5,2,3,14302.0,2097,12205.0,0.407,1505,35,0.591,0.147,0.16666666666666666,2.9166666666666665,43.0,301.0,0.1466228499510558,Baixo,Forte Queda,0.0036513365,Baixíssimo risco
709624533,Ativo,55,F,2,Ensino Médio,Casado(a),Baixíssima,Blue,45,5,2,0,3187.0,2517,670.0,1.144,1627,38,0.652,0.79,0.16666666666666666,3.1666666666666665,42.81578947368421,325.4,0.7897709444618763,Alta,Forte Queda,0.00025006442,Baixíssimo risco
709942383,Ativo,34,M,1,Pós-Graduação,Casado(a),Alta,Blue,36,5,3,2,6313.0,782,5531.0,0.931,1703,34,0.889,0.124,0.25,2.8333333333333335,50.088235294117645,340.6,0.12387137652463172,Baixo,Queda,0.0008787057,Baixíssimo risco
803957508,Ativo,52,M,2,Sem informação,Solteiro(a),Alta,Blue,47,6,1,3,15904.0,1024,14880.0,0.369,1433,33,0.5,0.064,0.08333333333333333,2.75,43.42424242424242,238.83333333333334,0.06438631790744467,Baixíssimo,Forte Queda,0.0028952083,Baixíssimo risco
713378133,Ativo,54,F,0,Mestrado,Solteiro(a),Baixíssima,Silver,39,6,2,3,11696.0,2288,9408.0,0.973,2445,60,0.765,0.196,0.16666666666666666,5.0,40.75,407.5,0.19562243502051985,Baixo,Forte Queda,0.0026866065,Baixíssimo risco
709217358,Ativo,40,M,3,Mestrado,Casado(a),Alta,Blue,36,5,3,2,20371.0,1832,18539.0,0.907,1665,45,0.8,0.09,0.25,3.75,37.0,333.0,0.08993176574542242,Baixíssimo,Queda,0.00023408649,Baixíssimo risco
720998358,Ativo,52,M,0,Ensino Médio,Casado(a),Altissima,Silver,41,3,3,1,34516.0,1043,33473.0,0.562,1489,38,0.357,0.03,0.25,3.1666666666666665,39.18421052631579,496.3333333333333,0.030217869973345694,Baixíssimo,Forte Queda,0.06351324,Baixíssimo risco
721051908,Ativo,45,M,3,Pós-Graduação,Solteiro(a),Média,Blue,33,3,1,3,7552.0,0,7552.0,0.463,1393,32,0.455,0.0,0.08333333333333333,2.6666666666666665,43.53125,464.3333333333333,0.0,Baixíssimo,Forte Queda,0.36899945,Médio risco
715232058,Ativo,61,M,0,Mestrado,Casado(a),Baixa,Blue,53,5,1,2,5561.0,1434,4127.0,1.423,1820,42,0.826,0.258,0.08333333333333333,3.5,43.333333333333336,364.0,0.2578672900557454,Baixo,Queda,2.7315577e-05,Baixíssimo risco
806250783,Ativo,57,F,2,Ensino Médio,Casado(a),Baixíssima,Blue,52,6,3,2,1441.0,0,1441.0,1.364,2742,58,0.758,0.0,0.25,4.833333333333333,47.275862068965516,457.0,0.0,Baixíssimo,Forte Queda,0.018191412,Baixíssimo risco
817245183,Ativo,51,M,2,Sem informação,Sem Informação,Altissima,Blue,33,6,2,2,19715.0,1014,18701.0,1.437,1979,40,0.667,0.051,0.16666666666666666,3.3333333333333335,49.475,329.8333333333333,0.05143291909713416,Baixíssimo,Forte Queda,0.00016553325,Baixíssimo risco
713670333,Ativo,60,M,1,Sem informação,Solteiro(a),Baixíssima,Blue,52,5,3,2,2486.0,1464,1022.0,0.731,1378,27,0.421,0.589,0.25,2.25,51.03703703703704,275.6,0.588897827835881,Médio,Forte Queda,0.0007761214,Baixíssimo risco
826477083,Ativo,48,F,2,Graduação,Casado(a),Baixíssima,Blue,44,5,1,3,4570.0,2439,2131.0,0.693,1520,34,0.7,0.534,0.08333333333333333,2.8333333333333335,44.705882352941174,304.0,0.5336980306345733,Médio,Forte Queda,0.0057298094,Baixíssimo risco
788728608,Ativo,34,M,0,Ensino Médio,Casado(a),Baixa,Blue,13,3,3,2,3870.0,1394,2476.0,0.827,1588,36,0.714,0.36,0.25,3.0,44.111111111111114,529.3333333333334,0.36020671834625323,Médio,Forte Queda,0.00016306182,Baixíssimo risco
717190533,Ativo,49,M,4,Ensino Médio,Casado(a),Média,Blue,36,6,3,2,12938.0,661,12277.0,0.725,1282,32,0.778,0.051,0.25,2.6666666666666665,40.0625,213.66666666666666,0.05108981295408873,Baixíssimo,Forte Queda,0.007061916,Baixíssimo risco
716580033,Ativo,53,M,3,Ensino Médio,Casado(a),Altissima,Blue,36,3,1,3,21178.0,1796,19382.0,1.182,1872,59,1.107,0.085,0.08333333333333333,4.916666666666667,31.728813559322035,624.0,0.08480498630654452,Baixíssimo,Estável,1.8746456e-05,Baixíssimo risco
711644508,Ativo,34,M,2,Sem Escolaridade,Solteiro(a),Alta,Blue,36,3,2,0,12182.0,1136,11046.0,0.753,2295,63,0.5,0.093,0.16666666666666666,5.25,36.42857142857143,765.0,0.09325233951732063,Baixíssimo,Forte Queda,0.00024515248,Baixíssimo risco
714334383,Ativo,54,M,2,Pós-Graduação,Casado(a),Média,Blue,42,6,2,0,3583.0,0,3583.0,1.088,1065,28,1.545,0.0,0.16666666666666666,2.3333333333333335,38.035714285714285,177.5,0.0,Baixíssimo,Forte Crescimento,0.002663755,Baixíssimo risco
720611058,Ativo,40,M,3,Pós-Graduação,Solteiro(a),Altissima,Blue,27,4,2,3,17018.0,0,17018.0,0.69,1550,47,0.621,0.0,0.16666666666666666,3.9166666666666665,32.97872340425532,387.5,0.0,Baixíssimo,Forte Queda,0.060507376,Baixíssimo risco
712420833,Ativo,49,F,5,Graduação,Solteiro(a),Sem Informação,Blue,41,6,3,2,16031.0,2245,13786.0,0.635,1527,57,0.462,0.14,0.25,4.75,26.789473684210527,254.5,0.1400411702326742,Baixo,Forte Queda,0.009898844,Baixíssimo risco
713845083,Saiu,41,F,4,Ensino Médio,Solteiro(a),Baixíssima,Blue,36,6,2,3,4203.0,2517,1686.0,0.771,1489,43,0.536,0.599,0.16666666666666666,3.5833333333333335,34.627906976744185,248.16666666666666,0.5988579586009993,Médio,Forte Queda,0.77387553,Saiu
713756508,Ativo,46,M,3,Pós-Graduação,Divorciado(a),Baixíssima,Blue,36,5,1,3,4213.0,997,3216.0,0.668,1264,30,0.667,0.237,0.08333333333333333,2.5,42.13333333333333,252.8,0.23664846902444814,Baixo,Forte Queda,0.0043792087,Baixíssimo risco
735565158,Ativo,46,M,4,Pós-Graduação,Casado(a),Média,Blue,33,6,2,2,21548.0,1180,20368.0,0.52,1582,38,0.652,0.055,0.16666666666666666,3.1666666666666665,41.63157894736842,263.6666666666667,0.054761462780768516,Baixíssimo,Forte Queda,0.0003607255,Baixíssimo risco
714131058,Ativo,30,M,0,Pós-Graduação,Sem Informação,Média,Blue,36,3,5,3,18513.0,2517,15996.0,0.524,1567,33,0.941,0.136,0.4166666666666667,2.75,47.484848484848484,522.3333333333334,0.13595851563766,Baixo,Queda,0.04919013,Baixíssimo risco
717180633,Ativo,59,M,1,Mestrado,Casado(a),Baixa,Blue,36,4,2,2,2483.0,1372,1111.0,1.642,1704,35,0.458,0.553,0.16666666666666666,2.9166666666666665,48.68571428571428,426.0,0.5525573902537253,Médio,Forte Queda,0.0003491354,Baixíssimo risco
717295683,Ativo,50,M,0,Doutorado,Solteiro(a),Alta,Blue,38,5,2,2,3460.0,1881,1579.0,0.622,1546,35,1.059,0.544,0.16666666666666666,2.9166666666666665,44.17142857142857,309.2,0.5436416184971098,Médio,Estável,2.9282955e-05,Baixíssimo risco
713128833,Ativo,49,M,2,Sem informação,Sem Informação,Média,Blue,36,5,3,2,6511.0,1790,4721.0,0.397,1478,38,0.267,0.275,0.25,3.1666666666666665,38.89473684210526,295.6,0.2749193672246967,Baixo,Forte Queda,0.008133094,Baixíssimo risco
813499458,Saiu,45,M,5,Ensino Médio,Sem Informação,Média,Blue,40,3,3,1,1438.3,0,1438.3,1.23,2132,31,0.107,0.0,0.25,2.5833333333333335,68.7741935483871,710.6666666666666,0.0,Baixíssimo,Forte Queda,0.91231096,Saiu
710070183,Ativo,53,F,1,Ensino Médio,Solteiro(a),Baixíssima,Blue,36,3,2,2,2615.0,1772,843.0,0.611,1419,38,0.357,0.678,0.16666666666666666,3.1666666666666665,37.3421052631579,473.0,0.6776290630975144,Alta,Forte Queda,0.0010680676,Baixíssimo risco
789605658,Ativo,42,F,1,Doutorado,Casado(a),Baixa,Blue,35,4,3,2,2985.0,2355,630.0,0.602,1065,27,0.588,0.789,0.25,2.25,39.44444444444444,266.25,0.7889447236180904,Alta,Forte Queda,0.02699023,Baixíssimo risco
710045058,Ativo,46,M,5,Ensino Médio,Casado(a),Baixa,Silver,28,5,1,3,18797.0,2158,16639.0,0.446,1364,40,0.538,0.115,0.08333333333333333,3.3333333333333335,34.1,272.8,0.11480555407777837,Baixo,Forte Queda,0.0056291786,Baixíssimo risco
710164683,Ativo,33,M,1,Pós-Graduação,Casado(a),Média,Blue,22,3,1,3,2859.0,2517,342.0,1.254,2247,36,0.636,0.88,0.08333333333333333,3.0,62.416666666666664,749.0,0.8803777544596013,Altíssimo,Forte Queda,0.007998351,Baixíssimo risco
710802258,Ativo,46,F,2,Pós-Graduação,Casado(a),Baixíssima,Blue,38,4,3,0,2888.0,2245,643.0,0.772,1111,26,0.368,0.777,0.25,2.1666666666666665,42.73076923076923,277.75,0.7773545706371191,Alta,Forte Queda,0.014382681,Baixíssimo risco
721036233,Ativo,61,M,0,Ensino Médio,Casado(a),Média,Blue,36,4,3,3,9172.0,1567,7605.0,1.451,1836,42,0.75,0.171,0.25,3.5,43.714285714285715,459.0,0.17084605320540777,Baixo,Forte Queda,0.0010512794,Baixíssimo risco
710036508,Ativo,42,M,5,Sem Escolaridade,Casado(a),Baixa,Blue,34,5,3,2,14281.0,1519,12762.0,0.256,1164,35,0.522,0.106,0.25,2.9166666666666665,33.25714285714286,232.8,0.10636510048315945,Baixo,Forte Queda,0.009625444,Baixíssimo risco
717776808,Ativo,47,F,4,Pós-Graduação,Solteiro(a),Baixíssima,Blue,39,3,2,3,7353.0,1450,5903.0,0.739,2005,54,0.459,0.197,0.16666666666666666,4.5,37.129629629629626,668.3333333333334,0.1971984224126207,Baixo,Forte Queda,0.024465885,Baixíssimo risco
714906033,Ativo,47,F,2,Pós-Graduação,Solteiro(a),Baixíssima,Blue,36,6,2,2,5145.0,0,5145.0,0.693,1588,35,0.944,0.0,0.16666666666666666,2.9166666666666665,45.371428571428574,264.6666666666667,0.0,Baixíssimo,Queda,0.0038687533,Baixíssimo risco
714273708,Ativo,53,F,4,Pós-Graduação,Casado(a),Baixa,Blue,36,3,2,3,4753.0,2472,2281.0,1.274,2242,49,0.815,0.52,0.16666666666666666,4.083333333333333,45.755102040816325,747.3333333333334,0.520092573111719,Médio,Queda,0.010056004,Baixíssimo risco
721117533,Ativo,46,F,3,Pós-Graduação,Solteiro(a),Baixíssima,Blue,26,3,3,3,2171.0,1418,753.0,0.505,1415,45,0.406,0.653,0.25,3.75,31.444444444444443,471.6666666666667,0.6531552280055274,Alta,Forte Queda,0.012248173,Baixíssimo risco
715374558,Ativo,26,M,0,Graduação,Divorciado(a),Baixíssima,Blue,36,5,2,3,4150.0,456,3694.0,1.126,2483,74,0.542,0.11,0.16666666666666666,6.166666666666667,33.554054054054056,496.6,0.10987951807228916,Baixo,Forte Queda,0.0050449497,Baixíssimo risco
824807658,Ativo,45,M,3,Pós-Graduação,Casado(a),Média,Blue,41,6,3,3,9106.0,2477,6629.0,0.515,1239,33,0.737,0.272,0.25,2.75,37.54545454545455,206.5,0.2720184493740391,Baixo,Forte Queda,0.07346633,Baixíssimo risco
714940608,Ativo,36,M,2,Ensino Médio,Divorciado(a),Baixa,Blue,36,3,3,2,2686.0,1733,953.0,0.706,2057,53,0.71,0.645,0.25,4.416666666666667,38.81132075471698,685.6666666666666,0.6451973194341027,Alta,Forte Queda,0.0044389586,Baixíssimo risco
824782008,Ativo,42,M,3,Ensino Médio,Sem Informação,Média,Blue,38,5,1,2,10239.0,510,9729.0,0.344,1228,26,0.529,0.05,0.08333333333333333,2.1666666666666665,47.23076923076923,245.6,0.049809551714034575,Baixíssimo,Forte Queda,0.012795819,Baixíssimo risco
717561108,Ativo,52,M,1,Pós-Graduação,Casado(a),Alta,Blue,36,4,3,2,34516.0,549,33967.0,0.78,1629,32,0.778,0.016,0.25,2.6666666666666665,50.90625,407.25,0.01590566693707266,Baixíssimo,Forte Queda,0.12020656,Baixo risco
717127083,Ativo,37,M,3,Pós-Graduação,Casado(a),Altissima,Blue,25,3,3,0,15017.0,1733,13284.0,0.635,2076,58,0.487,0.115,0.25,4.833333333333333,35.793103448275865,692.0,0.1154025437837118,Baixo,Forte Queda,0.005352506,Baixíssimo risco
772460508,Ativo,53,M,1,Sem Escolaridade,Casado(a),Baixa,Blue,43,3,1,2,4426.0,1530,2896.0,0.518,1231,34,0.214,0.346,0.08333333333333333,2.8333333333333335,36.205882352941174,410.3333333333333,0.3456845910528694,Médio,Forte Queda,0.0008409234,Baixíssimo risco
720484908,Ativo,65,F,1,Mestrado,Casado(a),Baixa,Blue,52,5,3,3,2155.0,0,2155.0,1.423,1655,27,1.25,0.0,0.25,2.25,61.2962962962963,331.0,0.0,Baixíssimo,Pequeno Crescimento,0.0012879978,Baixíssimo risco
771237933,Ativo,47,M,1,Sem Escolaridade,Sem Informação,Alta,Blue,34,4,1,3,20620.0,1085,19535.0,1.276,1477,23,0.533,0.053,0.08333333333333333,1.9166666666666667,64.21739130434783,369.25,0.0526188166828322,Baixíssimo,Forte Queda,0.0012318657,Baixíssimo risco
794664183,Ativo,38,M,0,Sem Escolaridade,Casado(a),Média,Blue,19,3,1,3,3238.0,2146,1092.0,0.673,1501,45,0.667,0.663,0.08333333333333333,3.75,33.355555555555554,500.3333333333333,0.6627547869054973,Alta,Forte Queda,0.00034363777,Baixíssimo risco
797488158,Ativo,52,M,2,Ensino Médio,Casado(a),Média,Blue,46,5,3,0,14316.0,1081,13235.0,0.67,1313,36,0.636,0.076,0.25,3.0,36.47222222222222,262.6,0.07550991897177983,Baixíssimo,Forte Queda,0.0006060006,Baixíssimo risco
708543258,Ativo,36,M,3,Ensino Médio,Casado(a),Alta,Blue,36,5,3,2,2607.0,1880,727.0,1.464,2045,39,0.95,0.721,0.25,3.25,52.43589743589744,409.0,0.7211354046797085,Alta,Queda,3.864787e-05,Baixíssimo risco
778706508,Ativo,43,M,4,Graduação,Casado(a),Média,Blue,24,3,5,4,6231.0,0,6231.0,1.054,1448,30,0.875,0.0,0.4166666666666667,2.5,48.266666666666666,482.6666666666667,0.0,Baixíssimo,Queda,0.013744383,Baixíssimo risco
712240083,Saiu,38,F,3,Sem informação,Solteiro(a),Baixíssima,Blue,30,6,2,2,3730.0,2517,1213.0,0.853,858,22,0.467,0.675,0.16666666666666666,1.8333333333333333,39.0,143.0,0.674798927613941,Alta,Forte Queda,0.9661747,Saiu
713650683,Ativo,65,F,0,Pós-Graduação,Casado(a),Baixíssima,Blue,56,4,1,4,3094.0,2266,828.0,0.724,1591,37,0.321,0.732,0.08333333333333333,3.0833333333333335,43.0,397.75,0.7323852617970265,Alta,Forte Queda,0.0010277339,Baixíssimo risco
772532208,Saiu,51,F,2,Doutorado,Casado(a),Baixíssima,Blue,41,2,2,3,6630.0,916,5714.0,0.927,842,24,0.5,0.138,0.16666666666666666,2.0,35.083333333333336,421.0,0.13815987933634993,Baixo,Forte Queda,0.99942386,Saiu
778929783,Saiu,40,M,3,Pós-Graduação,Divorciado(a),Alta,Blue,22,2,2,3,1925.0,0,1925.0,0.672,781,28,0.75,0.0,0.16666666666666666,2.3333333333333335,27.892857142857142,390.5,0.0,Baixíssimo,Forte Queda,0.9990441,Saiu
714244383,Ativo,39,M,3,Graduação,Sem Informação,Alta,Blue,36,4,2,3,33406.0,1692,31714.0,1.242,1529,30,0.875,0.051,0.16666666666666666,2.5,50.96666666666667,382.25,0.05064958390708256,Baixíssimo,Queda,0.00010930827,Baixíssimo risco
718797558,Ativo,39,F,1,Pós-Graduação,Casado(a),Sem Informação,Blue,30,3,2,3,2917.0,1357,1560.0,1.593,2422,46,0.438,0.465,0.16666666666666666,3.8333333333333335,52.65217391304348,807.3333333333334,0.4652039766883785,Médio,Forte Queda,0.009946125,Baixíssimo risco
712821333,Ativo,60,M,0,Sem Escolaridade,Casado(a),Média,Blue,47,3,3,3,9452.0,2517,6935.0,0.73,1825,50,0.613,0.266,0.25,4.166666666666667,36.5,608.3333333333334,0.2662928480744816,Baixo,Forte Queda,0.07765703,Baixíssimo risco
721120008,Ativo,43,F,2,Sem Escolaridade,Solteiro(a),Baixa,Blue,29,6,3,2,2162.0,1377,785.0,0.6,1555,29,0.706,0.637,0.25,2.4166666666666665,53.62068965517241,259.1666666666667,0.6369102682701202,Alta,Forte Queda,0.0002721733,Baixíssimo risco
709633533,Ativo,31,M,2,Sem Escolaridade,Casado(a),Baixíssima,Blue,18,3,2,4,1438.3,0,1438.3,1.561,2789,50,1.083,0.0,0.16666666666666666,4.166666666666667,55.78,929.6666666666666,0.0,Baixíssimo,Estável,0.026126895,Baixíssimo risco
710789058,Ativo,55,M,1,Pós-Graduação,Solteiro(a),Altissima,Blue,42,4,2,3,34516.0,1478,33038.0,0.967,1308,41,0.414,0.043,0.16666666666666666,3.4166666666666665,31.902439024390244,327.0,0.04282072082512458,Baixíssimo,Forte Queda,0.050124556,Baixíssimo risco
716174433,Ativo,65,F,1,Graduação,Casado(a),Baixíssima,Blue,54,3,3,3,2888.0,1134,1754.0,1.479,2489,54,0.742,0.393,0.25,4.5,46.092592592592595,829.6666666666666,0.3926592797783934,Médio,Forte Queda,0.015970554,Baixíssimo risco
789886533,Ativo,54,F,1,Ensino Médio,Casado(a),Baixíssima,Blue,44,3,3,3,3947.0,1746,2201.0,0.478,1110,21,0.4,0.442,0.25,1.75,52.857142857142854,370.0,0.44236128705345834,Médio,Forte Queda,0.049467508,Baixíssimo risco
715210308,Ativo,40,F,1,Ensino Médio,Casado(a),Sem Informação,Blue,31,3,3,4,15970.0,1212,14758.0,0.542,1260,32,0.524,0.076,0.25,2.6666666666666665,39.375,420.0,0.07589229805886036,Baixíssimo,Forte Queda,0.09030306,Baixíssimo risco
721038408,Ativo,38,F,2,Ensino Médio,Casado(a),Baixíssima,Blue,27,4,1,2,1830.0,0,1830.0,0.736,1741,43,0.654,0.0,0.08333333333333333,3.5833333333333335,40.48837209302326,435.25,0.0,Baixíssimo,Forte Queda,0.16077335,Baixo risco
713325108,Ativo,36,M,2,Mestrado,Casado(a),Média,Blue,29,5,3,3,7712.0,2517,5195.0,0.676,1845,40,0.739,0.326,0.25,3.3333333333333335,46.125,369.0,0.32637448132780084,Médio,Forte Queda,0.19564354,Baixo risco
720352533,Ativo,43,M,3,Ensino Médio,Sem Informação,Média,Blue,36,5,3,3,20811.0,1425,19386.0,0.382,1483,38,0.52,0.068,0.25,3.1666666666666665,39.026315789473685,296.6,0.06847340348853971,Baixíssimo,Forte Queda,0.025963217,Baixíssimo risco
708431433,Ativo,41,M,3,Pós-Graduação,Casado(a),Altissima,Blue,31,3,3,2,11789.0,1420,10369.0,0.659,1463,32,0.684,0.12,0.25,2.6666666666666665,45.71875,487.6666666666667,0.12045126813130885,Baixo,Forte Queda,0.004628246,Baixíssimo risco
716996583,Ativo,50,M,3,Ensino Médio,Divorciado(a),Altissima,Blue,37,3,1,2,3073.0,1792,1281.0,1.099,1734,35,1.188,0.583,0.08333333333333333,2.9166666666666665,49.542857142857144,578.0,0.5831435079726651,Médio,Estável,2.2480262e-05,Baixíssimo risco
718699683,Ativo,48,M,3,Graduação,Casado(a),Alta,Silver,36,6,2,2,34516.0,0,34516.0,0.691,1733,54,0.636,0.0,0.16666666666666666,4.5,32.092592592592595,288.8333333333333,0.0,Baixíssimo,Forte Queda,0.038610116,Baixíssimo risco
771359958,Ativo,39,M,4,Sem informação,Solteiro(a),Altissima,Silver,26,6,2,2,34516.0,2517,31999.0,0.887,1689,42,1.1,0.073,0.16666666666666666,3.5,40.214285714285715,281.5,0.07292270251477576,Baixíssimo,Estável,0.0013872266,Baixíssimo risco
716604633,Ativo,55,F,2,Mestrado,Casado(a),Baixa,Blue,46,6,2,2,6725.0,2025,4700.0,0.604,1865,53,0.767,0.301,0.16666666666666666,4.416666666666667,35.18867924528302,310.8333333333333,0.30111524163568776,Médio,Forte Queda,0.00445477,Baixíssimo risco
813952233,Ativo,44,M,3,Pós-Graduação,Sem Informação,Baixíssima,Blue,39,5,2,4,2978.0,2134,844.0,0.579,1413,46,0.394,0.717,0.16666666666666666,3.8333333333333335,30.717391304347824,282.6,0.7165883143049027,Alta,Forte Queda,0.0024226685,Baixíssimo risco
713053383,Saiu,42,M,3,Pós-Graduação,Casado(a),Alta,Blue,36,1,1,3,34516.0,781,33735.0,0.803,853,12,0.091,0.023,0.08333333333333333,1.0,71.08333333333333,853.0,0.022627187391354733,Baixíssimo,Forte Queda,0.99925214,Saiu
709979583,Ativo,54,M,3,Pós-Graduação,Casado(a),Altissima,Blue,46,3,1,3,34516.0,854,33662.0,0.928,1999,54,0.8,0.025,0.08333333333333333,4.5,37.01851851851852,666.3333333333334,0.024742148568779695,Baixíssimo,Queda,0.008672185,Baixíssimo risco
